추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2020- 02- 15),898회,"18, 21, 28, 35, 37, 42",17,"21,114,505,880원",8,"2,639,313,235원","3,519,084,352원",56,"62,840,792원","3,519,087,120원","3,240","1,086,138원","6,852,550,000원","137,051","50,000원","10,028,695,000원","2,005,739","5,000원",당첨번호 6개 숫자일치,"90,067,839,000원"
(2020- 02- 22),899회,"8, 19, 20, 21, 33, 39",37,"20,156,136,378원",6,"3,359,356,063원","3,359,356,081원",53,"63,384,077원","3,359,357,934원","2,402","1,398,567원","6,095,000,000원","121,900","50,000원","9,968,825,000원","1,993,765","5,000원",당첨번호 6개 숫자일치,"85,877,347,000원"
(2020- 02- 29),900회,"7, 13, 16, 18, 35, 38",14,"20,099,108,250원",6,"3,349,851,375원","3,349,851,411원",51,"65,683,361원","3,349,851,750원","2,385","1,404,550원","5,656,600,000원","113,132","50,000원","9,364,275,000원","1,872,855","5,000원",당첨번호 6개 숫자일치,"83,639,372,000원"
(2020- 03- 07),901회,"5, 18, 20, 23, 30, 34",21,"20,411,772,003원",9,"2,267,974,667원","3,401,962,051원",67,"50,775,553원","3,401,961,996원","2,308","1,473,987원","5,722,550,000원","114,451","50,000원","9,453,735,000원","1,890,747","5,000원",당첨번호 6개 숫자일치,"84,783,962,000원"
(2020- 03- 14),902회,"7, 19, 23, 24, 36, 39",30,"21,051,127,877원",13,"1,619,317,529원","3,508,521,330원",67,"52,365,990원","3,508,522,452원","2,372","1,479,141원","5,956,300,000원","119,126","50,000원","9,726,520,000원","1,945,304","5,000원",당첨번호 6개 숫자일치,"87,501,981,000원"
(2020- 03- 21),903회,"2, 15, 16, 21, 22, 28",45,"21,899,568,756원",13,"1,684,582,212원","3,649,928,170원",49,"74,488,330원","3,649,930,308원","2,316","1,575,963원","5,599,050,000원","111,981","50,000원","9,514,105,000원","1,902,821","5,000원",당첨번호 6개 숫자일치,"88,625,160,000원"
(2020- 03- 28),904회,"2, 6, 8, 26, 43, 45",11,"21,744,622,504원",8,"2,718,077,813원","3,624,103,836원",92,"39,392,433원","3,624,105,087원","2,337","1,550,751원","5,781,300,000원","115,626","50,000원","9,694,980,000원","1,938,996","5,000원",당첨번호 6개 숫자일치,"88,938,220,000원"
(2020- 04- 04),905회,"3, 4, 16, 27, 38, 40",20,"21,125,037,752원",7,"3,017,862,536원","3,520,839,630원",77,"45,725,190원","3,520,840,734원","2,643","1,332,138원","6,456,650,000원","129,133","50,000원","10,555,450,000원","2,111,090","5,000원",당첨번호 6개 숫자일치,"90,357,634,000원"
(2020- 04- 11),906회,"2, 5, 14, 28, 31, 32",20,"22,253,465,250원",9,"2,472,607,250원","3,708,910,926원",63,"58,871,602원","3,708,911,138원","2,369","1,565,602원","5,858,550,000원","117,171","50,000원","9,944,300,000원","1,988,860","5,000원",당첨번호 6개 숫자일치,"90,948,274,000원"
(2020- 04- 18),907회,"21, 27, 29, 38, 40, 44",37,"22,155,413,252원",7,"3,165,059,036원","3,692,568,923원",67,"55,112,969원","3,692,569,500원","2,300","1,605,465원","5,609,450,000원","112,189","50,000원","9,515,640,000원","1,903,128","5,000원",당첨번호 6개 숫자일치,"89,331,282,000원"
(2020- 04- 25),908회,"3, 16, 21, 22, 23, 44",30,"22,678,849,128원",8,"2,834,856,141원","3,779,808,225원",57,"66,312,425원","3,779,809,422원","2,161","1,749,102원","5,430,500,000원","108,610","50,000원","9,292,835,000원","1,858,567","5,000원",당첨번호 6개 숫자일치,"89,923,601,000원"
(2020- 05- 02),909회,"7, 24, 29, 30, 34, 35",33,"22,231,691,625원",11,"2,021,062,875원","3,705,282,000원",63,"58,814,000원","3,705,282,708원","2,316","1,599,863원","5,577,900,000원","111,558","50,000원","9,551,475,000원","1,910,295","5,000원",당첨번호 6개 숫자일치,"89,543,261,000원"
(2020- 05- 09),910회,"1, 11, 17, 27, 35, 39",31,"19,767,643,875원",21,"941,316,375원","3,294,607,320원",72,"45,758,435원","3,294,608,442원","2,694","1,222,943원","6,425,800,000원","128,516","50,000원","10,371,770,000원","2,074,354","5,000원",당첨번호 6개 숫자일치,"86,308,857,000원"
(2020- 05- 16),911회,"4, 5, 12, 14, 32, 42",35,"21,135,386,250원",10,"2,113,538,625원","3,522,564,402원",58,"60,733,869원","3,522,565,665원","2,571","1,370,115원","6,161,800,000원","123,236","50,000원","10,323,890,000원","2,064,778","5,000원",당첨번호 6개 숫자일치,"89,332,410,000원"
(2020- 05- 23),912회,"5, 8, 18, 21, 22, 38",10,"20,909,008,134원",14,"1,493,500,581원","3,484,834,710원",70,"49,783,353원","3,484,835,964원","2,547","1,368,212원","6,266,600,000원","125,332","50,000원","10,154,300,000원","2,030,860","5,000원",당첨번호 6개 숫자일치,"88,599,155,000원"
(2020- 05- 30),913회,"6, 14, 16, 21, 27, 37",40,"21,420,089,632원",16,"1,338,755,602원","3,570,014,976원",66,"54,091,136원","3,570,015,436원","2,467","1,447,108원","6,126,500,000원","122,530","50,000원","9,981,855,000원","1,996,371","5,000원",당첨번호 6개 숫자일치,"89,336,949,000원"
(2020- 06- 06),914회,"16, 19, 24, 33, 42, 44",27,"21,450,061,127원",11,"1,950,005,557원","3,575,010,230원",55,"65,000,186원","3,575,011,055원","2,585","1,382,983원","6,145,200,000원","122,904","50,000원","10,033,970,000원","2,006,794","5,000원",당첨번호 6개 숫자일치,"89,558,503,000원"
(2020- 06- 13),915회,"2, 6, 11, 13, 22, 37",14,"21,111,843,000원",6,"3,518,640,500원","3,518,640,531원",63,"55,851,437원","3,518,641,224원","2,436","1,444,434원","5,951,250,000원","119,025","50,000원","9,830,835,000원","1,966,167","5,000원",당첨번호 6개 숫자일치,"87,862,418,000원"
(2020- 06- 20),916회,"6, 21, 22, 32, 35, 36",17,"22,279,227,751원",11,"2,025,384,341원","3,713,204,670원",70,"53,045,781원","3,713,206,224원","2,184","1,700,186원","5,571,300,000원","111,426","50,000원","9,289,585,000원","1,857,917","5,000원",당첨번호 6개 숫자일치,"89,133,044,000원"
(2020- 06- 27),917회,"1, 3, 23, 24, 27, 43",34,"21,447,996,380원",10,"2,144,799,638원","3,574,666,075원",47,"76,056,725원","3,574,666,860원","2,260","1,581,711원","5,877,100,000원","117,542","50,000원","10,001,005,000원","2,000,201","5,000원",당첨번호 6개 숫자일치,"88,950,867,000원"
(2020- 07- 04),918회,"7, 11, 12, 31, 33, 38",5,"20,117,207,628원",18,"1,117,622,646원","3,352,867,982원",86,"38,986,837원","3,352,870,440원","2,718","1,233,580원","6,860,800,000원","137,216","50,000원","10,916,685,000원","2,183,337","5,000원",당첨번호 6개 숫자일치,"89,200,857,000원"
(2020- 07- 11),919회,"9, 14, 17, 18, 42, 44",35,"21,525,752,250원",5,"4,305,150,450원","3,587,625,384원",56,"64,064,739원","3,587,627,736원","2,541","1,411,896원","6,143,200,000원","122,864","50,000원","10,264,825,000원","2,052,965","5,000원",당첨번호 6개 숫자일치,"90,218,056,000원"
(2020- 07- 18),920회,"2, 3, 26, 33, 34, 43",29,"21,841,821,379원",7,"3,120,260,197원","3,640,303,569원",53,"68,684,973원","3,640,303,980원","2,348","1,550,385원","5,859,050,000원","117,181","50,000원","9,921,110,000원","1,984,222","5,000원",당첨번호 6개 숫자일치,"89,805,177,000원"
(2020- 07- 25),921회,"5, 7, 12, 22, 28, 41",1,"20,953,747,885원",17,"1,232,573,405원","3,492,291,384원",72,"48,504,047원","3,492,293,886원","2,682","1,302,123원","6,499,650,000원","129,993","50,000원","10,506,190,000원","2,101,238","5,000원",당첨번호 6개 숫자일치,"89,888,341,000원"
(2020- 08- 01),922회,"2, 6, 13, 17, 27, 43",36,"20,507,427,000원",6,"3,417,904,500원","3,417,904,558원",89,"38,403,422원","3,417,904,548원","2,876","1,188,423원","6,802,600,000원","136,052","50,000원","10,487,505,000원","2,097,501","5,000원",당첨번호 6개 숫자일치,"89,266,682,000원"
(2020- 08- 08),923회,"3, 17, 18, 23, 36, 41",26,"21,340,437,000원",8,"2,667,554,625원","3,556,739,536원",56,"63,513,206원","3,556,741,320원","2,376","1,496,945원","5,793,850,000원","115,877","50,000원","9,685,935,000원","1,937,187","5,000원",당첨번호 6개 숫자일치,"87,867,402,000원"
(2020- 08- 15),924회,"3, 11, 34, 42, 43, 44",13,"21,441,876,003원",9,"2,382,430,667원","3,573,646,068원",69,"51,791,972원","3,573,646,874원","2,198","1,625,863원","5,660,700,000원","113,214","50,000원","9,604,260,000원","1,920,852","5,000원",당첨번호 6개 숫자일치,"87,708,256,000원"
(2020- 08- 22),925회,"13, 24, 32, 34, 39, 42",4,"21,252,966,384원",12,"1,771,080,532원","3,542,161,072원",68,"52,090,604원","3,542,162,310원","2,335","1,516,986원","5,893,150,000원","117,863","50,000원","9,720,095,000원","1,944,019","5,000원",당첨번호 6개 숫자일치,"87,901,067,000원"
(2020- 08- 29),926회,"10, 16, 18, 20, 25, 31",6,"20,324,906,630원",10,"2,032,490,663원","3,387,484,440원",72,"47,048,395원","3,387,485,161원","2,923","1,158,907원","6,658,350,000원","133,167","50,000원","10,427,900,000원","2,085,580","5,000원",당첨번호 6개 숫자일치,"88,372,251,000원"
(2020- 09- 05),927회,"4, 15, 22, 38, 41, 43",26,"22,285,223,250원",6,"3,714,203,875원","3,714,203,934원",63,"58,955,618원","3,714,206,076원","2,331","1,593,396원","5,922,300,000원","118,446","50,000원","9,897,945,000원","1,979,589","5,000원",당첨번호 6개 숫자일치,"91,067,752,000원"
(2020- 09- 12),928회,"3, 4, 10, 20, 28, 44",30,"21,942,139,506원",7,"3,134,591,358원","3,657,023,316원",81,"45,148,436원","3,657,023,279원","2,639","1,385,761원","6,093,650,000원","121,873","50,000원","10,059,655,000원","2,011,931","5,000원",당첨번호 6개 숫자일치,"90,818,982,000원"
(2020- 09- 19),929회,"7, 9, 12, 15, 19, 23",4,"20,928,562,512원",16,"1,308,035,157원","3,488,093,791원",91,"38,330,701원","3,488,095,516원","3,028","1,151,947원","7,044,000,000원","140,880","50,000원","11,223,560,000원","2,244,712","5,000원",당첨번호 6개 숫자일치,"92,344,620,000원"
(2020- 09- 26),930회,"8, 21, 25, 38, 39, 44",28,"22,659,350,632원",8,"2,832,418,829원","3,776,558,445원",55,"68,664,699원","3,776,559,232원","2,776","1,360,432원","6,424,000,000원","128,480","50,000원","10,622,740,000원","2,124,548","5,000원",당첨번호 6개 숫자일치,"94,518,415,000원"
(2020- 10- 03),931회,"14, 15, 23, 25, 35, 43",32,"23,656,864,504원",8,"2,957,108,063원","3,942,810,756원",54,"73,015,014원","3,942,812,588원","2,596","1,518,803원","6,097,150,000원","121,943","50,000원","10,208,265,000원","2,041,653","5,000원",당첨번호 6개 숫자일치,"95,695,802,000원"
(2020- 10- 10),932회,"1, 6, 15, 36, 37, 38",5,"23,730,160,881원",7,"3,390,022,983원","3,955,026,816원",64,"61,797,294원","3,955,027,780원","2,420","1,634,309원","6,048,450,000원","120,969","50,000원","10,335,980,000원","2,067,196","5,000원",당첨번호 6개 숫자일치,"96,049,289,000원"
(2020- 10- 17),933회,"23, 27, 29, 31, 36, 45",37,"23,422,376,632원",8,"2,927,797,079원","3,903,729,480원",63,"61,963,960원","3,903,731,505원","2,215","1,762,407원","5,702,150,000원","114,043","50,000원","9,810,440,000원","1,962,088","5,000원",당첨번호 6개 숫자일치,"93,484,851,000원"
(2020- 10- 24),934회,"1, 3, 30, 33, 36, 39",12,"23,063,091,376원",4,"5,765,772,844원","3,843,848,580원",66,"58,240,130원","3,843,848,960원","2,359","1,629,440원","5,836,300,000원","116,726","50,000원","9,927,085,000원","1,985,417","5,000원",당첨번호 6개 숫자일치,"93,028,347,000원"
(2020- 10- 31),935회,"4, 10, 20, 32, 38, 44",18,"22,243,720,512원",13,"1,711,055,424원","3,707,286,840원",120,"30,894,057원","3,707,288,536원","2,933","1,263,992원","6,718,800,000원","134,376","50,000원","10,590,355,000원","2,118,071","5,000원",당첨번호 6개 숫자일치,"93,934,898,000원"
(2020- 11- 07),936회,"7, 11, 13, 17, 18, 29",43,"20,888,968,506원",14,"1,492,069,179원","3,481,494,786원",77,"45,214,218원","3,481,495,584원","2,864","1,215,606원","7,008,000,000원","140,160","50,000원","11,263,115,000원","2,252,623","5,000원",당첨번호 6개 숫자일치,"92,246,146,000원"
(2020- 11- 14),937회,"2, 10, 13, 22, 29, 40",26,"22,642,629,009원",11,"2,058,420,819원","3,773,771,526원",57,"66,206,518원","3,773,773,840원","2,480","1,521,683원","6,207,050,000원","124,141","50,000원","10,463,005,000원","2,092,601","5,000원",당첨번호 6개 숫자일치,"93,720,454,000원"
(2020- 11- 21),938회,"4, 8, 10, 16, 31, 36",9,"22,494,665,630원",10,"2,249,466,563원","3,749,110,976원",64,"58,579,859원","3,749,112,087원","2,531","1,481,277원","6,248,550,000원","124,971","50,000원","10,484,775,000원","2,096,955","5,000원",당첨번호 6개 숫자일치,"93,452,425,000원"
(2020- 11- 28),939회,"4, 11, 28, 39, 42, 45",6,"22,208,719,507원",13,"1,708,363,039원","3,701,453,257원",67,"55,245,571원","3,701,455,020원","2,682","1,380,110원","6,420,400,000원","128,408","50,000원","10,637,975,000원","2,127,595","5,000원",당첨번호 6개 숫자일치,"93,340,002,000원"
(2020- 12- 05),940회,"3, 15, 20, 22, 24, 41",11,"22,768,568,632원",8,"2,846,071,079원","3,794,761,488원",51,"74,407,088원","3,794,763,137원","2,329","1,629,353원","6,164,600,000원","123,292","50,000원","10,437,400,000원","2,087,480","5,000원",당첨번호 6개 숫자일치,"93,920,183,000원"
(2020- 12- 12),941회,"12, 14, 25, 27, 39, 40",35,"21,556,758,752원",16,"1,347,297,422원","3,592,793,151원",87,"41,296,473원","3,592,796,175원","3,275","1,097,037원","7,277,200,000원","145,544","50,000원","11,414,255,000원","2,282,851","5,000원",당첨번호 6개 숫자일치,"94,867,600,000원"
(2020- 12- 19),942회,"10, 12, 18, 35, 42, 43",39,"22,570,081,878원",6,"3,761,680,313원","3,761,680,364원",52,"72,340,007원","3,761,682,773원","2,473","1,521,101원","6,045,350,000원","120,907","50,000원","10,227,190,000원","2,045,438","5,000원",당첨번호 6개 숫자일치,"92,731,965,000원"
(2020- 12- 26),943회,"1, 8, 13, 36, 44, 45",39,"24,045,315,756원",7,"3,435,045,108원","4,007,552,658원",74,"54,156,117원","4,007,554,326원","2,722","1,472,283원","6,788,150,000원","135,763","50,000원","11,192,145,000원","2,238,429","5,000원",당첨번호 6개 숫자일치,"100,081,432,000원"
(2021- 01- 02),944회,"2, 13, 16, 19, 32, 33",42,"25,503,872,628원",13,"1,961,836,356원","4,250,645,481원",79,"53,805,639원","4,250,648,448원","3,057","1,390,464원","7,383,250,000원","147,665","50,000원","12,202,275,000원","2,440,455","5,000원",당첨번호 6개 숫자일치,"107,181,377,000원"
(2021- 01- 09),945회,"9, 10, 15, 30, 33, 37",26,"22,952,208,383원",13,"1,765,554,491원","3,825,368,104원",71,"53,878,424원","3,825,369,570원","2,490","1,536,293원","6,211,200,000원","124,224","50,000원","10,604,410,000원","2,120,882","5,000원",당첨번호 6개 숫자일치,"94,837,109,000원"
(2021- 01- 16),946회,"9, 18, 19, 30, 34, 40",20,"23,734,218,002원",11,"2,157,656,182원","3,955,703,017원",71,"55,714,127원","3,955,703,079원","2,949","1,341,371원","6,921,650,000원","138,433","50,000원","11,122,815,000원","2,224,563","5,000원",당첨번호 6개 숫자일치,"99,380,178,000원"
(2021- 01- 23),947회,"3, 8, 17, 20, 27, 35",26,"22,965,403,500원",18,"1,275,855,750원","3,827,567,262원",58,"65,992,539원","3,827,567,342원","3,182","1,202,881원","7,345,400,000원","146,908","50,000원","11,759,020,000원","2,351,804","5,000원",당첨번호 6개 숫자일치,"99,449,916,000원"
(2021- 01- 30),948회,"13, 18, 30, 31, 38, 41",5,"24,074,035,876원",11,"2,188,548,716원","4,012,339,320원",90,"44,581,548원","4,012,339,520원","2,905","1,381,184원","6,896,450,000원","137,929","50,000원","11,264,565,000원","2,252,913","5,000원",당첨번호 6개 숫자일치,"100,519,459,000원"
(2021- 02- 06),949회,"14, 21, 35, 36, 40, 44",30,"24,585,697,130원",10,"2,458,569,713원","4,097,616,250원",65,"63,040,250원","4,097,617,288원","2,594","1,579,652원","6,518,150,000원","130,363","50,000원","10,960,375,000원","2,192,075","5,000원",당첨번호 6개 숫자일치,"100,518,909,000원"
(2021- 02- 13),950회,"3, 4, 15, 22, 28, 40",10,"26,255,364,000원",8,"3,281,920,500원","4,375,894,017원",67,"65,311,851원","4,375,894,614원","2,886","1,516,249원","7,313,500,000원","146,270","50,000원","12,114,705,000원","2,422,941","5,000원",당첨번호 6개 숫자일치,"108,870,714,000원"
(2021- 02- 20),951회,"2, 12, 30, 31, 39, 43",38,"24,465,737,254원",14,"1,747,552,661원","4,077,622,944원",72,"56,633,652원","4,077,625,644원","2,907","1,402,692원","7,116,750,000원","142,335","50,000원","11,730,770,000원","2,346,154","5,000원",당첨번호 6개 숫자일치,"102,937,006,000원"
(2021- 02- 27),952회,"4, 12, 22, 24, 33, 41",38,"24,423,298,506원",9,"2,713,699,834원","4,070,549,829원",93,"43,769,353원","4,070,552,082원","3,039","1,339,438원","7,088,800,000원","141,776","50,000원","11,524,625,000원","2,304,925","5,000원",당첨번호 6개 숫자일치,"102,355,646,000원"
(2021- 03- 06),953회,"7, 9, 22, 27, 37, 42",34,"22,968,904,126원",14,"1,640,636,009원","3,828,150,780원",102,"37,530,890원","3,828,153,168원","3,273","1,169,616원","7,306,000,000원","146,120","50,000원","11,659,240,000원","2,331,848","5,000원",당첨번호 6개 숫자일치,"99,180,891,000원"
(2021- 03- 13),954회,"1, 9, 26, 28, 30, 41",32,"24,787,959,000원",10,"2,478,795,900원","4,131,326,528원",64,"64,551,977원","4,131,326,788원","2,657","1,554,884원","6,602,850,000원","132,057","50,000원","11,074,195,000원","2,214,839","5,000원",당첨번호 6개 숫자일치,"101,455,314,000원"
(2021- 03- 20),955회,"4, 9, 23, 26, 29, 33",8,"24,278,042,256원",12,"2,023,170,188원","4,046,340,410원",71,"56,990,710원","4,046,340,650원","2,650","1,526,921원","6,537,200,000원","130,744","50,000원","10,984,445,000원","2,196,889","5,000원",당첨번호 6개 숫자일치,"99,784,736,000원"
(2021- 03- 27),956회,"10, 11, 20, 21, 25, 41",40,"22,252,809,381원",11,"2,022,982,671원","3,708,801,600원",136,"27,270,600원","3,708,802,718원","3,053","1,214,806원","7,232,500,000원","144,650","50,000원","11,629,715,000원","2,325,943","5,000원",당첨번호 6개 숫자일치,"97,065,255,000원"
(2021- 04- 03),957회,"4, 15, 24, 35, 36, 40",1,"23,392,975,507원",11,"2,126,634,137원","3,898,829,274원",61,"63,915,234원","3,898,830,915원","2,835","1,375,249원","6,477,250,000원","129,545","50,000원","10,659,465,000원","2,131,893","5,000원",당첨번호 6개 숫자일치,"96,654,698,000원"
(2021- 04- 10),958회,"2, 9, 10, 16, 35, 37",1,"23,941,795,125원",15,"1,596,119,675원","3,990,299,235원",67,"59,556,705원","3,990,299,820원","2,470","1,615,506원","6,554,850,000원","131,097","50,000원","10,840,730,000원","2,168,146","5,000원",당첨번호 6개 숫자일치,"98,635,947,000원"
(2021- 04- 17),959회,"1, 14, 15, 24, 40, 41",35,"24,122,503,128원",8,"3,015,312,891원","4,020,417,225원",75,"53,605,563원","4,020,418,764원","2,502","1,606,882원","6,190,100,000원","123,802","50,000원","10,364,480,000원","2,072,896","5,000원",당첨번호 6개 숫자일치,"97,435,835,000원"
(2021- 04- 24),960회,"2, 18, 24, 30, 32, 45",14,"24,011,332,130원",10,"2,401,133,213원","4,001,888,688원",56,"71,462,298원","4,001,890,578원","2,569","1,557,762원","6,477,300,000원","129,546","50,000원","10,900,030,000원","2,180,006","5,000원",당첨번호 6개 숫자일치,"98,784,879,000원"
(2021- 05- 01),961회,"11, 20, 29, 31, 33, 42",43,"23,177,080,881원",9,"2,575,231,209원","3,862,846,830원",73,"52,915,710원","3,862,847,296원","2,716","1,422,256원","6,688,200,000원","133,764","50,000원","10,985,680,000원","2,197,136","5,000원",당첨번호 6개 숫자일치,"97,153,309,000원"
(2021- 05- 08),962회,"1, 18, 28, 31, 34, 43",40,"23,290,873,128원",12,"1,940,906,094원","3,881,812,230원",73,"53,175,510원","3,881,813,676원","2,581","1,503,996원","6,326,400,000원","126,528","50,000원","10,597,285,000원","2,119,457","5,000원",당첨번호 6개 숫자일치,"95,956,365,000원"
(2021- 05- 15),963회,"6, 12, 19, 23, 34, 42",35,"22,147,171,875원",15,"1,476,478,125원","3,691,195,380원",68,"54,282,285원","3,691,198,105원","3,137","1,176,665원","7,099,350,000원","141,987","50,000원","11,097,195,000원","2,219,439","5,000원",당첨번호 6개 숫자일치,"95,452,215,000원"
(2021- 05- 22),964회,"6, 21, 36, 38, 39, 43",30,"23,458,610,630원",10,"2,345,861,063원","3,909,768,460원",52,"75,187,855원","3,909,770,107원","2,447","1,597,781원","6,189,000,000원","123,780","50,000원","10,307,800,000원","2,061,560","5,000원",당첨번호 6개 숫자일치,"95,549,895,000원"
(2021- 05- 29),965회,"2, 13, 25, 28, 29, 36",34,"23,823,442,503원",7,"3,403,348,929원","3,970,573,766원",46,"86,316,821원","3,970,575,336원","2,389","1,662,024원","6,106,450,000원","122,129","50,000원","10,216,285,000원","2,043,257","5,000원",당첨번호 6개 숫자일치,"96,174,650,000원"
(2021- 06- 05),966회,"1, 21, 25, 29, 34, 37",36,"24,113,035,130원",10,"2,411,303,513원","4,018,839,200원",50,"80,376,784원","4,018,841,232원","2,352","1,708,691원","5,768,500,000원","115,370","50,000원","9,901,010,000원","1,980,202","5,000원",당첨번호 6개 숫자일치,"95,640,447,000원"
(2021- 06- 12),967회,"1, 6, 13, 37, 38, 40",9,"23,239,104,376원",4,"5,809,776,094원","3,873,184,107원",69,"56,133,103원","3,873,184,425원","2,475","1,564,923원","6,060,000,000원","121,200","50,000원","10,212,310,000원","2,042,462","5,000원",당첨번호 6개 숫자일치,"94,515,565,000원"
