추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2016- 01- 30),687회,"1, 8, 10, 13, 28, 42",45,"16,320,175,878원",6,"2,720,029,313원","2,720,029,322원",38,"71,579,719원","2,720,030,460원","1,780","1,528,107원","4,570,200,000원","91,404","50,000원","7,691,900,000원","1,538,380","5,000원",1등 자동6,"68,044,669,000원"
(2016- 02- 06),688회,"5, 15, 22, 23, 34, 35",2,"17,707,830,750원",9,"1,967,536,750원","2,951,305,159원",53,"55,685,003원","2,951,306,505원","2,107","1,400,715원","4,883,800,000원","97,676","50,000원","8,053,565,000원","1,610,713","5,000원",1등 자동5 수동4,"73,095,612,000원"
(2016- 02- 13),689회,"7, 17, 19, 30, 36, 38",34,"16,252,431,377원",7,"2,321,775,911원","2,708,738,604원",44,"61,562,241원","2,708,738,712원","1,809","1,497,368원","4,514,800,000원","90,296","50,000원","7,545,365,000원","1,509,073","5,000원",1등 자동5 수동2,"67,460,147,000원"
(2016- 02- 20),690회,"24, 25, 33, 34, 38, 39",43,"16,897,614,375원",15,"1,126,507,625원","2,816,269,096원",34,"82,831,444원","2,816,269,724원","1,772","1,589,317원","4,398,500,000원","87,970","50,000원","7,642,360,000원","1,528,472","5,000원",1등 자동3 수동12,"69,142,025,000원"
(2016- 02- 27),691회,"15, 27, 33, 35, 43, 45",16,"17,035,780,500원",6,"2,839,296,750원","2,839,296,758원",31,"91,590,218원","2,839,297,216원","1,708","1,662,352원","4,303,150,000원","86,063","50,000원","7,277,640,000원","1,455,528","5,000원",1등 자동6,"68,590,328,000원"
(2016- 03- 05),692회,"3, 11, 14, 15, 32, 36",44,"16,108,915,879원",7,"2,301,273,697원","2,684,819,324원",44,"61,018,621원","2,684,820,960원","1,770","1,516,848원","4,388,150,000원","87,763","50,000원","7,328,545,000원","1,465,709","5,000원",1등 자동4 수동3,"66,390,499,000원"
(2016- 03- 12),693회,"1, 6, 11, 28, 34, 42",30,"16,427,638,130원",10,"1,642,763,813원","2,737,939,688원",43,"63,673,016원","2,737,940,256원","1,692","1,618,168원","4,350,850,000원","87,017","50,000원","7,422,100,000원","1,484,420","5,000원",1등 자동8 수동1 반자동1,"67,352,935,000원"
(2016- 03- 19),694회,"7, 15, 20, 25, 33, 43",12,"15,550,363,880원",10,"1,555,036,388원","2,591,727,372원",78,"33,227,274원","2,591,727,354원","2,286","1,133,739원","5,123,700,000원","102,474","50,000원","7,909,110,000원","1,581,822","5,000원",1등 자동3 수동6 반자동1,"67,533,257,000원"
(2016- 03- 26),695회,"4, 18, 26, 33, 34, 38",14,"15,952,363,130원",11,"1,450,214,830원","2,658,727,236원",66,"40,283,746원","2,658,729,109원","1,979","1,343,471원","4,771,800,000원","95,436","50,000원","7,794,425,000원","1,558,885","5,000원",1등 자동6 수동3 반자동2,"67,672,085,000원"
(2016- 04- 02),696회,"1, 7, 16, 18, 34, 38",21,"16,320,544,130원",10,"1,632,054,413원","2,720,090,692원",44,"61,820,243원","2,720,092,130원","1,721","1,580,530원","4,501,000,000원","90,020","50,000원","7,509,760,000원","1,501,952","5,000원",1등 자동6 수동4,"67,542,971,000원"
(2016- 04- 09),697회,"2, 5, 8, 11, 33, 39",31,"15,314,430,380원",10,"1,531,443,038원","2,552,405,130원",90,"28,360,057원","2,552,405,620원","1,940","1,315,673원","4,984,900,000원","99,698","50,000원","8,078,930,000원","1,615,786","5,000원",1등 자동7 수동2 반자동1,"66,966,141,000원"
(2016- 04- 16),698회,"3, 11, 13, 21, 33, 37",18,"15,368,673,000원",8,"1,921,084,125원","2,561,445,504원",48,"53,363,448원","2,561,445,648원","2,088","1,226,746원","4,898,250,000원","97,965","50,000원","7,751,820,000원","1,550,364","5,000원",1등 자동5 수동2 반자동1,"66,283,268,000원"
(2016- 04- 23),699회,"4, 5, 8, 16, 21, 29",3,"15,963,291,000원",8,"1,995,411,375원","2,660,548,500원",50,"53,210,970원","2,660,550,095원","1,799","1,478,905원","4,525,200,000원","90,504","50,000원","7,561,985,000원","1,512,397","5,000원",1등 자동6 수동1 반자동1,"66,743,146,000원"
(2016- 04- 30),700회,"11, 23, 28, 29, 30, 44",13,"16,656,793,504원",8,"2,082,099,188원","2,776,132,263원",41,"67,710,543원","2,776,133,228원","1,562","1,777,294원","4,143,700,000원","82,874","50,000원","7,070,380,000원","1,414,076","5,000원",1등 자동6 수동1 반자동1,"66,846,276,000원"
(2016- 05- 07),701회,"3, 10, 14, 16, 36, 38",35,"15,831,831,750원",10,"1,583,183,175원","2,638,638,640원",40,"65,965,966원","2,638,639,500원","1,659","1,590,500원","4,095,850,000원","81,917","50,000원","7,022,110,000원","1,404,422","5,000원",1등 자동8 수동1 반자동1,"64,454,138,000원"
(2016- 05- 14),702회,"3, 13, 16, 24, 26, 29",9,"16,116,005,257원",11,"1,465,091,387원","2,686,000,904원",46,"58,391,324원","2,686,000,884원","1,819","1,476,636원","4,402,150,000원","88,043","50,000원","7,219,770,000원","1,443,954","5,000원",1등 자동4 수동7,"66,219,854,000원"
(2016- 05- 21),703회,"10, 28, 31, 33, 41, 44",21,"16,178,920,500원",5,"3,235,784,100원","2,696,486,790원",51,"52,872,290원","2,696,487,003원","1,719","1,568,637원","4,209,700,000원","84,194","50,000원","7,082,900,000원","1,416,580","5,000원",1등 자동5,"65,728,988,000원"
(2016- 05- 28),704회,"1, 4, 8, 23, 33, 42",45,"15,460,761,376원",4,"3,865,190,344원","2,576,793,565원",47,"54,825,395원","2,576,793,828원","1,906","1,351,938원","4,751,050,000원","95,021","50,000원","7,599,660,000원","1,519,932","5,000원",1등 자동1 수동3,"65,930,117,000원"
(2016- 06- 04),705회,"1, 6, 17, 22, 28, 45",23,"15,948,826,128원",4,"3,987,206,532원","2,658,137,692원",49,"54,247,708원","2,658,138,665원","1,805","1,472,653원","4,396,550,000원","87,931","50,000원","7,268,270,000원","1,453,654","5,000원",1등 자동3 수동1,"65,859,843,000원"
(2016- 06- 11),706회,"3, 4, 6, 10, 28, 30",37,"15,326,984,252원",4,"3,831,746,063원","2,554,497,384원",51,"50,088,184원","2,554,497,588원","2,108","1,211,811원","4,768,800,000원","95,376","50,000원","7,656,965,000원","1,531,393","5,000원",1등 자동3 수동1,"65,723,488,000원"
(2016- 06- 18),707회,"2, 12, 19, 24, 39, 44",35,"15,866,007,756원",12,"1,322,167,313원","2,644,334,648원",74,"35,734,252원","2,644,335,278원","2,006","1,318,213원","4,714,050,000원","94,281","50,000원","7,538,235,000원","1,507,647","5,000원",1등 자동6 수동6,"66,813,924,000원"
(2016- 06- 25),708회,"2, 10, 16, 19, 34, 45",1,"16,398,208,876원",4,"4,099,552,219원","2,733,034,824원",52,"52,558,362원","2,733,035,088원","1,712","1,596,399원","4,304,550,000원","86,091","50,000원","7,234,325,000원","1,446,865","5,000원",1등 자동3 수동1,"66,806,307,000원"
(2016- 07- 02),709회,"10, 18, 30, 36, 39, 44",32,"16,313,802,750원",14,"1,165,271,625원","2,718,967,152원",44,"61,794,708원","2,718,967,840원","1,696","1,603,165원","4,115,250,000원","82,305","50,000원","6,929,265,000원","1,385,853","5,000원",1등 자동12 수동2,"65,592,504,000원"
(2016- 07- 09),710회,"3, 4, 9, 24, 25, 33",10,"14,477,205,750원",5,"2,895,441,150원","2,412,867,627원",57,"42,331,011원","2,412,869,030원","1,990","1,212,497원","5,102,900,000원","102,058","50,000원","8,136,145,000원","1,627,229","5,000원",1등 자동1 수동4,"65,083,972,000원"
(2016- 07- 16),711회,"11, 15, 24, 35, 37, 45",42,"15,941,893,506원",7,"2,277,413,358원","2,656,982,284원",44,"60,385,961원","2,656,983,440원","1,865","1,424,656원","4,494,900,000원","89,898","50,000원","7,325,615,000원","1,465,123","5,000원",1등 자동3 수동4,"66,152,746,000원"
(2016- 07- 23),712회,"17, 20, 30, 31, 33, 45",19,"16,137,940,500원",4,"4,034,485,125원","2,689,656,780원",47,"57,226,740원","2,689,657,432원","1,727","1,557,416원","4,303,300,000원","86,066","50,000원","7,247,605,000원","1,449,521","5,000원",1등 자동3 수동1,"66,136,318,000원"
(2016- 07- 30),713회,"2, 5, 15, 18, 19, 23",44,"15,432,488,253원",9,"1,714,720,917원","2,572,081,400원",50,"51,441,628원","2,572,081,965원","1,791","1,436,115원","4,396,000,000원","87,920","50,000원","7,350,625,000원","1,470,125","5,000원",1등 자동6 수동2 반자동1,"64,646,552,000원"
(2016- 08- 06),714회,"1, 7, 22, 33, 37, 40",20,"14,595,922,131원",7,"2,085,131,733원","2,432,653,696원",46,"52,883,776원","2,432,655,347원","2,029","1,198,943원","4,828,800,000원","96,576","50,000원","7,759,965,000원","1,551,993","5,000원",1등 자동3 수동4,"64,099,989,000원"
(2016- 08- 13),715회,"2, 7, 27, 33, 41, 44",10,"15,633,062,628원",6,"2,605,510,438원","2,605,510,446원",61,"42,713,286원","2,605,511,570원","1,873","1,391,090원","4,537,350,000원","90,747","50,000원","7,515,870,000원","1,503,174","5,000원",1등 자동4 수동1 반자동1,"65,794,607,000원"
(2016- 08- 20),716회,"2, 6, 13, 16, 29, 30",21,"16,305,025,884원",12,"1,358,752,157원","2,717,504,335원",35,"77,642,981원","2,717,504,328원","1,743","1,559,096원","4,431,400,000원","88,628","50,000원","7,348,650,000원","1,469,730","5,000원",1등 자동12,"67,040,169,000원"
(2016- 08- 27),717회,"2, 11, 19, 25, 28, 32",44,"16,214,602,128원",6,"2,702,433,688원","2,702,433,730원",47,"57,498,590원","2,702,435,610원","1,974","1,369,015원","4,841,800,000원","96,836","50,000원","7,837,650,000원","1,567,530","5,000원",1등 자동2 수동4,"68,597,839,000원"
(2016- 09- 03),718회,"4, 11, 20, 23, 32, 39",40,"15,744,829,888원",17,"926,166,464원","2,624,138,368원",64,"41,002,162원","2,624,139,088원","2,404","1,091,572원","5,730,700,000원","114,614","50,000원","7,976,575,000원","1,595,315","5,000원",1등 자동7 수동10,"69,400,763,000원"
(2016- 09- 10),719회,"4, 8, 13, 19, 20, 43",26,"16,916,232,006원",9,"1,879,581,334원","2,819,372,054원",58,"48,609,863원","2,819,372,580원","2,020","1,395,729원","4,995,300,000원","99,906","50,000원","8,138,920,000원","1,627,784","5,000원",1등 자동9,"71,378,392,000원"
(2016- 09- 17),720회,"1, 12, 29, 34, 36, 37",41,"17,272,785,012원",14,"1,233,770,358원","2,878,797,506원",37,"77,805,338원","2,878,798,916원","1,778","1,619,122원","4,413,000,000원","88,260","50,000원","7,526,165,000원","1,505,233","5,000원",1등 자동9 수동5,"69,939,090,000원"
(2016- 09- 24),721회,"1, 28, 35, 41, 43, 44",31,"18,190,138,880원",8,"2,273,767,360원","3,031,689,840원",40,"75,792,246원","3,031,690,671원","1,607","1,886,553원","4,238,500,000원","84,770","50,000원","7,321,765,000원","1,464,353","5,000원",1등 자동7 수동1,"71,627,567,000원"
(2016- 10- 01),722회,"12, 14, 21, 30, 39, 43",45,"17,461,690,876원",4,"4,365,422,719원","2,910,281,816원",46,"63,266,996원","2,910,282,488원","1,688","1,724,101원","4,245,600,000원","84,912","50,000원","7,195,390,000원","1,439,078","5,000원",1등 자동4,"69,446,489,000원"
(2016- 10- 08),723회,"20, 30, 33, 35, 36, 44",22,"16,914,922,880원",8,"2,114,365,360원","2,819,153,840원",40,"70,478,846원","2,819,155,413원","1,777","1,586,469원","4,257,050,000원","85,141","50,000원","7,064,835,000원","1,412,967","5,000원",1등 자동3 수동4 반자동1,"67,750,231,000원"
(2016- 10- 15),724회,"2, 8, 33, 35, 37, 41",14,"17,133,477,756원",12,"1,427,789,813원","2,855,579,650원",55,"51,919,630원","2,855,581,209원","1,833","1,557,873원","4,504,150,000원","90,083","50,000원","7,644,850,000원","1,528,970","5,000원",1등 자동8 수동4,"69,987,274,000원"
(2016- 10- 22),725회,"6, 7, 19, 21, 41, 43",38,"17,371,389,750원",11,"1,579,217,250원","2,895,231,631원",47,"61,600,673원","2,895,232,685원","1,795","1,612,943원","4,417,950,000원","88,359","50,000원","7,524,535,000원","1,504,907","5,000원",1등 자동7 수동4,"70,208,676,000원"
(2016- 10- 29),726회,"1, 11, 21, 23, 34, 44",24,"16,336,216,876원",14,"1,166,872,634원","2,722,702,864원",56,"48,619,694원","2,722,703,157원","2,099","1,297,143원","4,835,900,000원","96,718","50,000원","7,782,125,000원","1,556,425","5,000원",1등 자동7 수동5 반자동2,"68,799,295,000원"
(2016- 11- 05),727회,"7, 8, 10, 19, 21, 31",20,"15,611,508,388원",14,"1,115,107,742원","2,601,918,135원",87,"29,907,105원","2,601,919,680원","2,064","1,260,620원","4,963,550,000원","99,271","50,000원","8,000,675,000원","1,600,135","5,000원",1등 자동10 수동4,"67,559,139,000원"
(2016- 11- 12),728회,"3, 6, 10, 30, 34, 37",36,"16,217,322,000원",5,"3,243,464,400원","2,702,887,040원",56,"48,265,840원","2,702,887,992원","1,869","1,446,168원","4,734,650,000원","94,693","50,000원","7,795,310,000원","1,559,062","5,000원",1등 자동5,"68,306,112,000원"
(2016- 11- 19),729회,"11, 17, 21, 26, 36, 45",16,"16,793,002,876원",4,"4,198,250,719원","2,798,833,835원",35,"79,966,681원","2,798,835,000원","1,875","1,492,712원","4,478,000,000원","89,560","50,000원","7,523,410,000원","1,504,682","5,000원",1등 자동3 수동1,"68,784,161,000원"
(2016- 11- 26),730회,"4, 10, 14, 15, 18, 22",39,"16,139,056,880원",8,"2,017,382,110원","2,689,842,825원",45,"59,774,285원","2,689,843,259원","1,741","1,544,999원","4,439,550,000원","88,791","50,000원","7,508,760,000원","1,501,752","5,000원",1등 자동6 수동2,"66,934,105,000원"
(2016- 12- 03),731회,"2, 7, 13, 25, 42, 45",39,"16,383,297,378원",7,"2,340,471,054원","2,730,549,600원",45,"60,678,880원","2,730,550,248원","1,908","1,431,106원","4,804,150,000원","96,083","50,000원","7,971,290,000원","1,594,258","5,000원",1등 자동2 수동5,"69,239,673,000원"
(2016- 12- 10),732회,"2, 4, 5, 17, 27, 32",43,"15,422,894,256원",7,"2,203,270,608원","2,570,482,395원",45,"57,121,831원","2,570,483,322원","2,061","1,247,202원","5,229,150,000원","104,583","50,000원","8,529,965,000원","1,705,993","5,000원",1등 자동4 수동3,"68,645,948,000원"
(2016- 12- 17),733회,"11, 24, 32, 33, 35, 40",13,"16,066,900,500원",4,"4,016,725,125원","2,677,816,794원",57,"46,979,242원","2,677,817,824원","1,966","1,362,064원","5,068,450,000원","101,369","50,000원","8,169,760,000원","1,633,952","5,000원",1등 자동2 수동1 반자동1,"69,321,488,000원"
(2016- 12- 24),734회,"6, 16, 37, 38, 41, 45",18,"17,544,559,500원",9,"1,949,395,500원","2,924,093,268원",36,"81,224,813원","2,924,093,706원","1,758","1,663,307원","4,625,700,000원","92,514","50,000원","7,710,345,000원","1,542,069","5,000원",1등 자동8 수동1,"71,457,582,000원"
(2016- 12- 31),735회,"5, 10, 13, 27, 37, 41",4,"18,472,315,880원",10,"1,847,231,588원","3,078,719,350원",50,"61,574,387원","3,078,719,878원","2,269","1,356,862원","5,350,650,000원","107,013","50,000원","8,763,700,000원","1,752,740","5,000원",1등 자동7 수동3,"77,488,209,000원"
(2017- 01- 07),736회,"2, 11, 17, 18, 21, 27",6,"16,986,811,125원",5,"3,397,362,225원","2,831,135,220원",54,"52,428,430원","2,831,136,750원","2,250","1,258,283원","5,367,850,000원","107,357","50,000원","8,738,170,000원","1,747,634","5,000원",1등 자동4 수동1,"73,510,203,000원"
(2017- 01- 14),737회,"13, 15, 18, 24, 27, 41",11,"17,132,244,000원",4,"4,283,061,000원","2,855,374,032원",48,"59,486,959원","2,855,374,314원","1,937","1,474,122원","4,709,150,000원","94,183","50,000원","7,835,830,000원","1,567,166","5,000원",1등 자동3 수동1,"70,775,944,000원"
(2017- 01- 21),738회,"23, 27, 28, 38, 42, 43",36,"17,976,102,001원",11,"1,634,191,091원","2,996,017,008원",48,"62,417,021원","2,996,017,600원","1,640","1,826,840원","4,402,500,000원","88,050","50,000원","7,513,425,000원","1,502,685","5,000원",1등 자동9 수동1 반자동1,"71,768,122,000원"
(2017- 01- 28),739회,"7, 22, 29, 33, 34, 35",30,"18,976,489,128원",4,"4,744,122,282원","3,162,748,230원",45,"70,283,294원","3,162,748,968원","1,942","1,628,604원","5,099,150,000원","101,983","50,000원","8,598,695,000원","1,719,739","5,000원",1등 자동4,"77,999,661,000원"
(2017- 02- 04),740회,"4, 8, 9, 16, 17, 19",31,"16,864,736,256원",18,"936,929,792원","2,810,789,385원",43,"65,367,195원","2,810,790,596원","2,447","1,148,668원","5,786,100,000원","115,722","50,000원","9,320,845,000원","1,864,169","5,000원",1등 자동12 수동5 반자동1,"75,186,520,000원"
(2017- 02- 11),741회,"5, 21, 27, 34, 44, 45",16,"18,261,575,628원",6,"3,043,595,938원","3,043,595,940원",55,"55,338,108원","3,043,596,833원","1,829","1,664,077원","4,750,350,000원","95,007","50,000원","8,097,175,000원","1,619,435","5,000원",1등 자동5 수동1,"74,392,585,000원"
(2017- 02- 18),742회,"8, 10, 13, 36, 37, 40",6,"17,789,037,008원",16,"1,111,814,813원","2,964,839,504원",44,"67,382,716원","2,964,839,820원","1,986","1,492,870원","4,917,400,000원","98,348","50,000원","8,292,780,000원","1,658,556","5,000원",1등 자동11 수동4 반자동1,"73,857,792,000원"
(2017- 02- 25),743회,"15, 19, 21, 34, 41, 44",10,"18,260,487,000원",7,"2,608,641,000원","3,043,414,510원",46,"66,161,185원","3,043,414,514원","1,982","1,535,527원","4,594,300,000원","91,886","50,000원","7,776,810,000원","1,555,362","5,000원",1등 자동5 수동2,"73,436,852,000원"
(2017- 03- 04),744회,"10, 15, 18, 21, 34, 41",43,"17,331,173,625원",15,"1,155,411,575원","2,888,528,974원",61,"47,352,934원","2,888,531,506원","2,779","1,039,414원","5,461,450,000원","109,229","50,000원","8,183,965,000원","1,636,793","5,000원",1등 자동8 수동7,"73,507,293,000원"
(2017- 03- 11),745회,"1, 2, 3, 9, 12, 23",10,"14,936,459,640원",20,"746,822,982원","2,489,410,000원",110,"22,631,000원","2,489,412,224원","3,692","674,272원","7,095,900,000원","141,918","50,000원","9,776,380,000원","1,955,276","5,000원",1등 자동7 수동11 반자동2,"73,575,119,000원"
(2017- 03- 18),746회,"3, 12, 33, 36, 42, 45",25,"18,347,613,381원",9,"2,038,623,709원","3,057,935,566원",58,"52,723,027원","3,057,936,336원","1,904","1,606,059원","4,709,850,000원","94,197","50,000원","7,946,455,000원","1,589,291","5,000원",1등 자동8 반자동1,"74,239,579,000원"
(2017- 03- 25),747회,"7, 9, 12, 14, 23, 28",17,"17,128,931,256원",9,"1,903,214,584원","2,854,821,908원",59,"48,386,812원","2,854,822,032원","2,217","1,287,696원","5,265,350,000원","105,307","50,000원","8,565,015,000원","1,713,003","5,000원",1등 자동3 수동6,"73,337,880,000원"
(2017- 04- 01),748회,"3, 10, 13, 22, 31, 32",29,"17,354,218,878원",9,"1,928,246,542원","2,892,369,862원",59,"49,023,218원","2,892,371,014원","1,937","1,493,222원","4,972,400,000원","99,448","50,000원","8,263,780,000원","1,652,756","5,000원",1등 자동7 수동2,"72,750,277,000원"
(2017- 04- 08),749회,"12, 14, 24, 26, 34, 45",41,"17,551,357,135원",13,"1,350,104,395원","2,925,226,240원",64,"45,706,660원","2,925,227,010원","1,985","1,473,666원","4,778,650,000원","95,573","50,000원","7,945,985,000원","1,589,197","5,000원",1등 자동8 수동4 반자동1,"72,252,889,000원"
(2017- 04- 15),750회,"1, 2, 15, 19, 24, 36",12,"17,654,730,002원",7,"2,522,104,286원","2,942,455,032원",44,"66,873,978원","2,942,455,326원","1,779","1,653,994원","4,656,750,000원","93,135","50,000원","7,927,660,000원","1,585,532","5,000원",1등 자동5 수동1 반자동1,"72,248,100,000원"
(2017- 04- 22),751회,"3, 4, 16, 20, 28, 44",17,"16,783,744,880원",8,"2,097,968,110원","2,797,290,843원",69,"40,540,447원","2,797,292,030원","2,210","1,265,743원","5,131,600,000원","102,632","50,000원","8,257,190,000원","1,651,438","5,000원",1등 자동4 수동2 반자동2,"71,534,233,000원"
(2017- 04- 29),752회,"4, 16, 20, 33, 40, 43",7,"16,833,229,506원",9,"1,870,358,834원","2,805,538,275원",75,"37,407,177원","2,805,538,776원","2,036","1,377,966원","5,123,850,000원","102,477","50,000원","8,232,255,000원","1,646,451","5,000원",1등 자동6 수동3,"71,600,822,000원"
(2017- 05- 06),753회,"2, 17, 19, 24, 37, 41",3,"16,266,630,378원",6,"2,711,105,063원","2,711,105,078원",58,"46,743,191원","2,711,106,342원","1,934","1,401,813원","4,878,300,000원","97,566","50,000원","7,890,360,000원","1,578,072","5,000원",1등 자동2 수동4,"68,915,001,000원"
(2017- 05- 13),754회,"2, 8, 17, 24, 29, 31",32,"17,137,710,000원",5,"3,427,542,000원","2,856,285,000원",50,"57,125,700원","2,856,285,632원","1,856","1,538,947원","4,663,950,000원","93,279","50,000원","7,868,695,000원","1,573,739","5,000원",1등 자동5,"70,765,850,000원"
(2017- 05- 20),755회,"13, 14, 26, 28, 30, 36",37,"17,715,418,128원",8,"2,214,427,266원","2,952,569,718원",54,"54,677,217원","2,952,570,105원","1,845","1,600,309원","4,487,250,000원","89,745","50,000원","7,542,510,000원","1,508,502","5,000원",1등 자동6 수동2,"71,300,635,000원"
(2017- 05- 27),756회,"10, 14, 16, 18, 27, 28",4,"17,072,173,500원",5,"3,414,434,700원","2,845,362,293원",53,"53,686,081원","2,845,362,636원","1,866","1,524,846원","4,740,000,000원","94,800","50,000원","7,993,575,000원","1,598,715","5,000원",1등 자동5,"70,992,946,000원"
(2017- 06- 03),757회,"6, 7, 11, 17, 33, 44",1,"15,536,637,018원",21,"739,839,858원","2,589,439,524원",68,"38,079,993원","2,589,440,461원","2,657","974,573원","5,867,650,000원","117,353","50,000원","8,943,335,000원","1,788,667","5,000원",1등 자동11 수동9 반자동1,"71,053,002,000원"
(2017- 06- 10),758회,"5, 9, 12, 30, 39, 43",24,"16,631,759,632원",8,"2,078,969,954원","2,771,959,995원",63,"43,999,365원","2,771,960,170원","2,170","1,277,401원","5,306,050,000원","106,121","50,000원","8,400,400,000원","1,680,080","5,000원",1등 자동2 수동4 반자동2,"71,764,259,000원"
(2017- 06- 17),759회,"9, 33, 36, 40, 42, 43",32,"18,196,023,000원",6,"3,032,670,500원","3,032,670,520원",44,"68,924,330원","3,032,670,930원","1,761","1,722,130원","4,427,150,000원","88,543","50,000원","7,627,590,000원","1,525,518","5,000원",1등 자동4 수동2,"72,632,208,000원"
(2017- 06- 24),760회,"10, 22, 27, 31, 42, 43",12,"18,026,395,128원",8,"2,253,299,391원","3,004,399,215원",45,"66,764,427원","3,004,400,718원","1,749","1,717,782원","4,461,050,000원","89,221","50,000원","7,604,155,000원","1,520,831","5,000원",1등 자동6 수동2,"72,200,797,000원"
(2017- 07- 01),761회,"4, 7, 11, 24, 42, 45",30,"16,749,113,626원",7,"2,392,730,518원","2,791,518,964원",52,"53,683,057원","2,791,519,062원","2,139","1,305,058원","5,075,150,000원","101,503","50,000원","8,300,650,000원","1,660,130","5,000원",1등 자동4 수동3,"71,415,903,000원"
(2017- 07- 08),762회,"1, 3, 12, 21, 26, 41",16,"16,314,320,630원",10,"1,631,432,063원","2,719,053,488원",53,"51,302,896원","2,719,053,484원","2,044","1,330,261원","5,170,300,000원","103,406","50,000원","8,356,720,000원","1,671,344","5,000원",1등 자동4 수동6,"70,558,895,000원"
(2017- 07- 15),763회,"3, 8, 16, 32, 34, 43",10,"17,105,040,000원",8,"2,138,130,000원","2,850,840,000원",45,"63,352,000원","2,850,840,114원","2,019","1,412,006원","4,708,800,000원","94,176","50,000원","7,810,530,000원","1,562,106","5,000원",1등 자동4 수동4,"70,652,100,000원"
(2017- 07- 22),764회,"7, 22, 24, 31, 34, 36",15,"17,219,828,255원",7,"2,459,975,465원","2,869,971,412원",44,"65,226,623원","2,869,971,624원","1,908","1,504,178원","4,544,800,000원","90,896","50,000원","7,654,895,000원","1,530,979","5,000원",1등 자동6 수동1,"70,318,932,000원"
(2017- 07- 29),765회,"1, 3, 8, 12, 42, 43",33,"16,638,213,750원",15,"1,109,214,250원","2,773,035,648원",54,"51,352,512원","2,773,035,699원","2,121","1,307,419원","5,082,650,000원","101,653","50,000원","8,219,245,000원","1,643,849","5,000원",1등 자동5 수동10,"70,972,360,000원"
(2017- 08- 05),766회,"9, 30, 34, 35, 39, 41",21,"17,389,098,376원",8,"2,173,637,297원","2,898,183,072원",41,"70,687,392원","2,898,183,324원","1,734","1,671,386원","4,271,100,000원","85,422","50,000원","7,293,820,000원","1,458,764","5,000원",1등 자동6 수동1 반자동1,"69,500,769,000원"
(2017- 08- 12),767회,"5, 15, 20, 31, 34, 42",22,"17,456,530,875원",15,"1,163,768,725원","2,909,421,846원",46,"63,248,301원","2,909,422,680원","1,905","1,527,256원","4,621,850,000원","92,437","50,000원","7,745,575,000원","1,549,115","5,000원",1등 자동8 수동7,"71,285,599,000원"
(2017- 08- 19),768회,"7, 27, 29, 30, 38, 44",4,"17,726,439,380원",13,"1,363,572,260원","2,954,406,613원",53,"55,743,521원","2,954,408,009원","1,849","1,597,841원","4,656,300,000원","93,126","50,000원","7,861,935,000원","1,572,387","5,000원",1등 자동12 수동1,"72,306,975,000원"
(2017- 08- 26),769회,"5, 7, 11, 16, 41, 45",4,"17,376,840,378원",9,"1,930,760,042원","2,896,140,115원",55,"52,657,093원","2,896,141,554원","1,962","1,476,117원","4,963,600,000원","99,272","50,000원","8,303,995,000원","1,660,799","5,000원",1등 자동6 수동3,"72,873,431,000원"
(2017- 09- 02),770회,"1, 9, 12, 23, 39, 43",34,"17,304,794,632원",8,"2,163,099,329원","2,884,132,500원",75,"38,455,100원","2,884,134,364원","2,302","1,252,882원","5,422,500,000원","108,450","50,000원","8,587,630,000원","1,717,526","5,000원",1등 자동5 수동3,"74,166,379,000원"
(2017- 09- 09),771회,"6, 10, 17, 18, 21, 29",30,"17,450,579,628원",4,"4,362,644,907원","2,908,429,986원",49,"59,355,714원","2,908,431,136원","2,054","1,415,984원","5,100,650,000원","102,013","50,000원","8,404,880,000원","1,680,976","5,000원",1등 자동3 수동1,"73,545,939,000원"
(2017- 09- 16),772회,"5, 6, 11, 14, 21, 41",32,"17,696,088,380원",10,"1,769,608,838원","2,949,348,081원",53,"55,648,077원","2,949,349,864원","2,027","1,455,032원","5,151,150,000원","103,023","50,000원","8,441,750,000원","1,688,350","5,000원",1등 자동4 수동6,"74,375,369,000원"
(2017- 09- 23),773회,"8, 12, 19, 21, 31, 35",44,"17,703,433,880원",11,"1,609,403,080원","2,950,572,346원",58,"50,871,937원","2,950,573,734원","2,094","1,409,061원","5,223,700,000원","104,474","50,000원","8,452,020,000원","1,690,404","5,000원",1등 자동4 수동7,"74,560,597,000원"
(2017- 09- 30),774회,"12, 15, 18, 28, 34, 42",9,"18,806,936,632원",11,"1,709,721,512원","3,134,489,460원",60,"52,241,491원","3,134,490,000원","1,956","1,602,500원","5,076,200,000원","101,524","50,000원","8,521,395,000원","1,704,279","5,000원",1등 자동10 반자동1,"77,347,021,000원"
(2017- 10- 07),775회,"11, 12, 29, 33, 38, 42",17,"17,352,188,250원",5,"3,470,437,650원","2,892,031,407원",37,"78,163,011원","2,892,031,848원","1,719","1,682,392원","4,564,850,000원","91,297","50,000원","7,696,625,000원","1,539,325","5,000원",1등 자동5,"70,795,452,000원"
