회차,추첨일,1등_당첨자수,1등_게임당_당첨금액,당첨번호_1,당첨번호_2,당첨번호_3,당첨번호_4,당첨번호_5,당첨번호_6,보너스번호,당첨번호_합,당첨번호_평균,당첨번호_홀짝비율,자동_당첨자수,수동_당첨자수,반자동_당첨자수,1등_당첨판매점
420,2010년 12월 18일,0,11398851000,4,9,10,29,31,34,27,117,19.5,3:3,0,0,0,
421,2010년 12월 25일,0,11605721625,6,11,26,27,28,44,30,142,23.67,2:4,0,0,0,
422,2011년 01월 01일,0,13231508250,8,15,19,21,34,44,12,141,23.5,3:3,0,0,0,
423,2011년 01월 08일,0,11688461625,1,17,27,28,29,40,5,142,23.67,4:2,0,0,0,
424,2011년 01월 15일,0,11094808130,10,11,26,31,34,44,30,156,26.0,2:4,0,0,0,
425,2011년 01월 22일,0,12278664000,8,10,14,27,33,38,3,130,21.67,2:4,0,0,0,
426,2011년 01월 29일,0,12228934500,4,17,18,27,39,43,19,148,24.67,4:2,0,0,0,
427,2011년 02월 05일,0,12571445625,6,7,15,24,28,30,21,110,18.33,2:4,0,0,0,
428,2011년 02월 12일,0,12939148881,12,16,19,22,37,40,8,146,24.33,2:4,0,0,0,
429,2011년 02월 19일,0,13373142381,3,23,28,34,39,42,16,169,28.17,3:3,0,0,0,
430,2011년 02월 26일,0,12894105752,1,3,16,18,30,34,44,102,17.0,2:4,0,0,0,
431,2011년 03월 05일,0,12684340130,18,22,25,31,38,45,6,179,29.83,3:3,0,0,0,
432,2011년 03월 12일,0,11497137750,2,3,5,11,27,39,33,87,14.5,5:1,0,0,0,
433,2011년 03월 19일,0,13005238510,19,23,29,33,35,43,27,182,30.33,6:0,0,0,0,
434,2011년 03월 26일,0,11840482128,3,13,20,24,33,37,35,130,21.67,4:2,0,0,0,
435,2011년 04월 02일,0,12875500130,8,16,26,30,38,45,42,163,27.17,1:5,0,0,0,
436,2011년 04월 09일,0,12098132632,9,14,20,22,33,34,28,132,22.0,2:4,0,0,0,
437,2011년 04월 16일,0,12577472628,11,16,29,38,41,44,21,179,29.83,3:3,0,0,0,
438,2011년 04월 23일,0,12394279503,6,12,20,26,29,38,45,131,21.83,1:5,0,0,0,
439,2011년 04월 30일,0,11400464250,17,20,30,31,37,40,25,175,29.17,3:3,0,0,0,
440,2011년 05월 07일,0,11975238000,10,22,28,34,36,44,2,174,29.0,0:6,0,0,0,
441,2011년 05월 14일,0,12681668252,1,23,28,30,34,35,9,151,25.17,3:3,0,0,0,
442,2011년 05월 21일,0,12720717378,25,27,29,36,38,40,41,195,32.5,3:3,0,0,0,
443,2011년 05월 28일,0,11948378256,4,6,10,19,20,44,14,103,17.17,1:5,0,0,0,
444,2011년 06월 04일,0,12462565875,11,13,23,35,43,45,17,170,28.33,6:0,0,0,0,
445,2011년 06월 11일,0,12541781252,13,20,21,30,39,45,32,168,28.0,4:2,0,0,0,
446,2011년 06월 18일,0,12153742875,1,11,12,14,26,35,6,99,16.5,3:3,0,0,0,
447,2011년 06월 25일,0,10631764500,2,7,8,9,17,33,34,76,12.67,4:2,0,0,0,
448,2011년 07월 02일,0,12078638250,3,7,13,27,40,41,36,131,21.83,5:1,0,0,0,
449,2011년 07월 09일,0,12179145750,3,10,20,26,35,43,36,137,22.83,3:3,0,0,0,
450,2011년 07월 16일,0,11942349750,6,14,19,21,23,31,13,114,19.0,4:2,0,0,0,
451,2011년 07월 23일,0,11467806376,12,15,20,24,30,38,29,139,23.17,1:5,0,0,0,
452,2011년 07월 30일,0,11492118000,8,10,18,30,32,34,27,132,22.0,0:6,0,0,0,
453,2011년 08월 06일,0,11313661875,12,24,33,38,40,42,30,189,31.5,1:5,0,0,0,
454,2011년 08월 13일,0,11263879130,13,25,27,34,38,41,10,178,29.67,4:2,0,0,0,
455,2011년 08월 20일,0,11449980381,4,19,20,26,30,35,24,134,22.33,2:4,0,0,0,
456,2011년 08월 27일,0,11189535378,1,7,12,18,23,27,44,88,14.67,4:2,0,0,0,
457,2011년 09월 03일,0,11599028250,8,10,18,23,27,40,33,126,21.0,2:4,0,0,0,
458,2011년 09월 10일,0,12870501000,4,9,10,32,36,40,18,131,21.83,1:5,0,0,0,
459,2011년 09월 17일,0,11590895631,4,6,10,14,25,40,12,99,16.5,1:5,0,0,0,
460,2011년 09월 24일,0,12723583128,8,11,28,30,43,45,41,165,27.5,3:3,0,0,0,
461,2011년 10월 01일,0,11692049250,11,18,26,31,37,40,43,163,27.17,3:3,0,0,0,
462,2011년 10월 08일,0,11868474376,3,20,24,32,37,45,4,161,26.83,3:3,0,0,0,
463,2011년 10월 15일,0,0,23,29,31,33,34,44,40,194,32.33,4:2,0,0,0,
464,2011년 10월 22일,0,43624374378,6,12,15,34,42,44,4,153,25.5,1:5,0,0,0,
465,2011년 10월 29일,0,13465640251,1,8,11,13,22,38,31,93,15.5,3:3,0,0,0,
466,2011년 11월 05일,0,13772821131,4,10,13,23,32,44,20,126,21.0,2:4,0,0,0,
467,2011년 11월 12일,0,12918969756,2,12,14,17,24,40,39,109,18.17,1:5,0,0,0,
468,2011년 11월 19일,0,13744774503,8,13,15,28,37,43,17,144,24.0,4:2,0,0,0,
469,2011년 11월 26일,0,13320525000,4,21,22,34,37,38,33,156,26.0,2:4,0,0,0,
470,2011년 12월 03일,0,12999991875,10,16,20,39,41,42,27,168,28.0,2:4,0,0,0,
471,2011년 12월 10일,0,13575330006,6,13,29,37,39,41,43,165,27.5,5:1,0,0,0,
472,2011년 12월 17일,0,12667592630,16,25,26,31,36,43,44,177,29.5,3:3,0,0,0,
473,2011년 12월 24일,0,13001672252,8,13,20,22,23,36,34,122,20.33,2:4,0,0,0,
474,2011년 12월 31일,0,14050362000,4,13,18,31,33,45,43,144,24.0,4:2,0,0,0,
475,2012년 01월 07일,0,13551384376,1,9,14,16,21,29,3,90,15.0,4:2,0,0,0,
476,2012년 01월 14일,0,13759405876,9,12,13,15,37,38,27,124,20.67,4:2,0,0,0,
477,2012년 01월 21일,0,15352094632,14,25,29,32,33,45,37,178,29.67,4:2,0,0,0,
478,2012년 01월 28일,0,13821146626,18,29,30,37,39,43,8,196,32.67,4:2,0,0,0,
479,2012년 02월 04일,0,13398279000,8,23,25,27,35,44,24,162,27.0,4:2,0,0,0,
480,2012년 02월 11일,0,11986969128,3,5,10,17,30,31,16,96,16.0,4:2,0,0,0,
481,2012년 02월 18일,0,13918067250,3,4,23,29,40,41,20,140,23.33,4:2,0,0,0,
482,2012년 02월 25일,0,13285448253,1,10,16,24,25,35,43,111,18.5,3:3,0,0,0,
483,2012년 03월 03일,0,12835983375,12,15,19,22,28,34,5,130,21.67,2:4,0,0,0,
484,2012년 03월 10일,0,13831818378,1,3,27,28,32,45,11,136,22.67,4:2,0,0,0,
485,2012년 03월 17일,0,13513274253,17,22,26,27,36,39,20,167,27.83,3:3,0,0,0,
486,2012년 03월 24일,0,13112243625,1,2,23,25,38,40,43,129,21.5,3:3,0,0,0,
487,2012년 03월 31일,0,13110646128,4,8,25,27,37,41,21,142,23.67,4:2,0,0,0,
488,2012년 04월 07일,0,13303935750,2,8,17,30,31,38,25,126,21.0,2:4,0,0,0,
489,2012년 04월 14일,0,12638163750,2,4,8,15,20,27,11,76,12.67,2:4,0,0,0,
490,2012년 04월 21일,0,13021639127,2,7,26,29,40,43,42,147,24.5,3:3,0,0,0,
491,2012년 04월 28일,0,13218537752,8,17,35,36,39,42,4,177,29.5,3:3,0,0,0,
492,2012년 05월 05일,0,12465069000,22,27,31,35,37,40,42,192,32.0,4:2,0,0,0,
493,2012년 05월 12일,0,13060083006,20,22,26,33,36,37,25,174,29.0,2:4,0,0,0,
494,2012년 05월 19일,0,12655060884,5,7,8,15,30,43,22,108,18.0,4:2,0,0,0,
495,2012년 05월 26일,0,12669870000,4,13,22,27,34,44,6,144,24.0,2:4,0,0,0,
